,userid,event_name,event_attributes,event_created_date,Subscription Premium Cancel,last date Subscription Premium Cancel,Membership YM,last date Subscription Premium,2 days had not passedSubscription Premium,last date Sign Up Success,2 days had not passedSign Up Success
8983,89006c21dbd57e1618ebffb65d145450,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 18:31:01,1,2022-04-08 12:59:44,0,2022-03-16 18:31:01,0,2022-03-16 18:28:08,0
8997,891f5d37673b8b91eaf4e3bb8d111f43,Subscription Premium,"{'Start Date': '2022-02-10', 'Renewal Date': '2022-03-11', 'Membership Type': 'Monthly'}",2022-02-10 17:53:41,0,2022-04-16 20:50:39,0,2022-02-10 17:53:41,0,2022-02-10 17:48:25,0
9002,893a0c4f0f803966e27b255f00a71103,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-15 17:51:18,0,2022-04-16 20:50:39,0,2022-03-15 17:51:18,0,2022-03-15 15:28:35,0
9019,893dfa8dfcb3aa9a632e79ccff6f4584,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 23:40:46,1,2022-03-14 20:12:46,0,2022-03-11 23:40:46,0,2022-03-11 23:25:53,0
9032,899c9d3d21039b01a2bbe63211cdbed0,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-16 02:46:33,0,2022-04-16 20:50:39,0,2022-02-16 02:46:33,0,2022-02-16 02:44:08,0
9037,89bf8ed9af86f1e2ada66180b4cc1d95,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 20:25:05,1,2022-02-22 12:05:19,0,2022-02-04 20:25:05,0,2022-02-04 19:24:41,0
9053,8a0638b2adda33ceaa61aa261a66a3ed,Subscription Premium,"{'Start Date': '2022-03-31', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-04-01 02:09:30,0,2022-04-16 20:50:39,0,2022-04-01 02:09:30,0,2022-04-01 02:07:28,0
9065,8a0fc920b6ce0011db19bed1c3ebaa35,Subscription Premium,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 18:50:02,1,2022-03-09 19:23:51,0,2022-03-09 18:50:02,1,2022-03-09 18:28:01,1
9094,8a363411a5e4e2cdeebf01095b156ee4,Subscription Premium,"{'Start Date': '2022-03-03', 'Renewal Date': '2022-04-04', 'Membership Type': 'Monthly'}",2022-03-03 22:45:26,1,2022-04-04 18:59:42,0,2022-03-03 22:45:26,0,2022-03-03 03:20:09,0
9163,8a54ae2d2fc297f61a63443d4f070869,Subscription Premium,"{'Start Date': '2022-02-20', 'Renewal Date': '2022-03-21', 'Membership Type': 'Monthly'}",2022-02-20 16:16:39,1,2022-03-20 22:28:02,0,2022-02-20 16:16:39,0,2022-02-20 16:09:53,0
9181,8b0532c4cf4086d43f2c1bcbeeb945a3,Subscription Premium,"{'Start Date': '2022-02-20', 'Renewal Date': '2022-03-21', 'Membership Type': 'Monthly'}",2022-02-21 00:05:00,0,2022-04-16 20:50:39,0,2022-02-21 00:05:00,0,2022-02-20 23:54:59,0
9212,8c8e15a30bee4f2f38197c2fae342d79,Subscription Premium,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 20:34:25,0,2022-04-16 20:50:39,0,2022-02-21 20:34:25,0,2022-02-21 20:11:33,0
9221,8ca5d6fc5af82174a484ba6dc7ff6fc6,Subscription Premium,"{'Start Date': '2022-01-22', 'Renewal Date': '2022-02-23', 'Membership Type': 'Monthly'}",2022-01-23 05:13:01,0,2022-04-16 20:50:39,0,2022-01-23 05:13:01,0,2022-01-23 05:03:51,0
9226,8cd1768507df583eeb41be4549cfc6f2,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-16 03:38:00,0,2022-04-16 20:50:39,0,2022-03-16 03:38:00,0,2022-04-16 20:50:39,1
9232,8cf789a4f14413c7ac58d3b6e8442cd0,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-03 04:37:45,1,2022-04-02 19:24:29,0,2022-03-03 04:37:45,0,2022-03-03 03:27:43,0
9241,8d23cbbdc5e6d68c0a181cee6fab677d,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 18:41:40,0,2022-04-16 20:50:39,0,2022-03-19 18:41:40,0,2022-03-19 18:39:40,0
9252,8dcec6fa577495987c95c2ea82c70bb8,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 22:39:20,0,2022-04-16 20:50:39,0,2022-03-25 22:39:20,0,2022-03-25 22:36:54,0
9260,8e2262cfc8f1d56eb15b7946793e6267,Subscription Premium,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 17:44:40,0,2022-04-16 20:50:39,0,2022-04-13 17:44:40,0,2022-04-13 17:41:21,0
9264,8e41dac4313f80f2dd619b3de9159a28,Subscription Premium,"{'Start Date': '2022-01-20', 'Renewal Date': '2022-02-21', 'Membership Type': 'Monthly'}",2022-01-20 15:05:10,1,2022-01-20 20:50:01,0,2022-01-20 15:05:10,1,2022-01-19 23:38:04,1
9273,8e5425243cd74edecf4c042b9a3fc52e,Subscription Premium,"{'Start Date': '2022-04-04', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 14:20:41,0,2022-04-16 20:50:39,0,2022-04-04 14:20:41,0,2022-04-04 14:11:42,0
9278,8e5ac6b0656d946a0e8b7d959a9f1926,Subscription Premium,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 16:38:29,0,2022-04-16 20:50:39,0,2022-04-05 16:38:29,0,2022-04-05 16:32:35,0
9283,8ed5fab9fe953b0224c4eece466ec4f3,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 23:42:01,1,2022-03-15 00:54:33,0,2022-03-11 23:42:01,0,2022-03-11 23:13:50,0
9303,8f101b4972c3d1054470ae652f28e189,Subscription Premium,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-15', 'Membership Type': 'Monthly'}",2022-02-14 23:20:25,0,2022-04-16 20:50:39,0,2022-02-14 23:20:25,0,2022-02-14 23:17:18,0
9332,8f2cf06465717d43a9e467baaf510feb,Subscription Premium,"{'Start Date': '2022-01-20', 'Renewal Date': '2022-02-21', 'Membership Type': 'Monthly'}",2022-01-20 17:21:10,1,2022-02-25 21:32:33,0,2022-01-20 17:21:10,0,2022-01-20 17:03:46,0
9355,8fac691a54a01547b5deaf8842d7b518,Subscription Premium,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-13 05:04:25,1,2022-04-13 02:06:33,0,2022-03-13 05:04:25,0,2022-03-13 05:00:53,0
9412,8fe7fdfe5927e748a5f6d656228249a1,Subscription Premium,"{'Start Date': '2022-02-17', 'Renewal Date': '2022-03-18', 'Membership Type': 'Monthly'}",2022-02-18 01:53:26,0,2022-04-16 20:50:39,0,2022-02-18 01:53:26,0,2022-02-18 01:49:01,0
9421,8fef4cff78648d43297da347074a3e24,Subscription Premium,"{'Start Date': '2022-03-10', 'Renewal Date': '2022-04-11', 'Membership Type': 'Monthly'}",2022-03-11 04:49:31,0,2022-04-16 20:50:39,0,2022-03-11 04:49:31,0,2022-03-09 16:16:09,0
9428,909a16b970adfbd89fcb845f8e12d230,Subscription Premium,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-22 04:34:26,1,2022-03-11 17:47:23,0,2022-02-22 04:34:26,0,2022-02-22 04:32:25,0
9470,90b81ad483767f4b2151e5c7edeb27d0,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 18:05:51,0,2022-04-16 20:50:39,0,2022-03-05 18:05:51,0,2022-03-05 18:02:24,0
9494,915e47f102eca5afb029fa69daea279f,Subscription Premium,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 16:48:20,0,2022-04-16 20:50:39,0,2022-04-12 16:48:20,0,2022-04-12 16:44:41,0
9498,91a25edc35593c212e41f248fd113f09,Subscription Premium,"{'Start Date': '2022-04-02', 'Renewal Date': '2022-05-03', 'Membership Type': 'Monthly'}",2022-04-02 21:44:01,0,2022-04-16 20:50:39,0,2022-04-02 21:44:01,0,2022-04-02 21:39:40,0
9510,91ae383082136af9dd18daba9b401160,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 09:33:00,0,2022-04-16 20:50:39,0,2022-03-06 09:33:00,0,2022-03-06 09:26:11,0
9518,91f561fce4a13388d4ab0a2996cb56f0,Subscription Premium,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 16:41:15,0,2022-04-16 20:50:39,0,2022-04-07 16:41:15,0,2022-04-07 16:32:54,0
9528,92124dfad792c0fc6ed888640097b6ae,Subscription Premium,"{'Start Date': '2022-01-25', 'Renewal Date': '2022-02-26', 'Membership Type': 'Monthly'}",2022-01-25 19:35:01,1,2022-03-04 02:12:40,0,2022-01-25 19:35:01,0,2022-01-22 01:47:55,0
9604,925126d4e7d3d24ed3ba9f1c01474e29,Subscription Premium,"{'Start Date': '2022-03-04', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-05 01:33:09,0,2022-04-16 20:50:39,0,2022-03-05 01:33:09,0,2022-04-16 20:50:39,1
9635,93715f94afb115c516d12c1937b4f1d7,Subscription Premium,"{'Start Date': '2022-02-13', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-14 04:32:08,0,2022-04-16 20:50:39,0,2022-02-14 04:32:08,0,2022-02-14 04:26:04,0
9672,938c8fcc39db7c208cfec1ec968deea6,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 16:03:20,0,2022-04-16 20:50:39,0,2022-04-15 16:03:20,1,2022-04-15 15:55:43,1
9678,940a010cd7c27c56d1b137e3126587de,Subscription Premium,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 23:02:48,0,2022-04-16 20:50:39,0,2022-04-13 23:02:48,0,2022-04-13 22:55:25,0
9682,943fef8be6868271d6c55274eb9a4ce1,Subscription Premium,"{'Start Date': '2022-03-20', 'Renewal Date': '2022-04-21', 'Membership Type': 'Monthly'}",2022-03-20 21:53:10,0,2022-04-16 20:50:39,0,2022-03-20 21:53:10,0,2022-03-14 05:28:32,0
9698,949adc6cf6c2ad975f24463f2f958def,Subscription Premium,"{'Start Date': '2022-04-03', 'Renewal Date': '2022-05-04', 'Membership Type': 'Monthly'}",2022-04-03 20:49:28,0,2022-04-16 20:50:39,0,2022-04-03 20:49:28,0,2022-04-03 20:44:38,0
9705,951ee6711c16d33ab61db1df9ad9d5ca,Subscription Premium,"{'Start Date': '2022-01-21', 'Renewal Date': '2022-02-22', 'Membership Type': 'Monthly'}",2022-01-21 19:21:08,0,2022-04-16 20:50:39,0,2022-01-21 19:21:08,0,2022-01-21 19:16:55,0
9713,9534a9f95ed14544617afd68468e1d2e,Subscription Premium,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-01 17:10:26,1,2022-04-07 12:10:51,0,2022-04-01 17:10:26,0,2022-04-01 17:03:43,0
9727,953b6b4027970736b3fbb1cb4829ea9e,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-24 02:30:40,1,2022-03-07 10:36:39,0,2022-02-24 02:30:40,0,2022-02-24 02:19:47,0
9860,95a99ca6cfc652200e1deba19d44d230,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 20:57:35,0,2022-04-16 20:50:39,0,2022-02-23 20:57:35,0,2022-02-23 20:52:42,0
9870,95bf9c7b6b06874f4179f4c7abd37f63,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 20:45:56,0,2022-04-16 20:50:39,0,2022-02-04 20:45:56,0,2022-02-04 20:37:52,0
9891,95e7c959d7d39be0a965e9e315906fed,Subscription Premium,"{'Start Date': '2022-01-26', 'Renewal Date': '2022-02-27', 'Membership Type': 'Monthly'}",2022-01-26 22:37:03,0,2022-04-16 20:50:39,0,2022-01-26 22:37:03,0,2022-01-26 22:32:41,0
10123,962e8caab527a3d2933c1b2571eed65d,Subscription Premium,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 14:44:05,0,2022-04-16 20:50:39,0,2022-04-11 14:44:05,0,2022-04-11 14:34:09,0
10127,96b279023bfc0100152a907e8c69ca93,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 22:18:15,0,2022-04-16 20:50:39,0,2022-02-19 22:18:15,0,2022-02-19 22:13:02,0
10136,96e26d4099aa474043dec9611cd4c408,Subscription Premium,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 18:15:20,0,2022-04-16 20:50:39,0,2022-03-09 18:15:20,0,2022-03-09 18:10:51,0
10224,96efc98b55ee2ccad65b96d710e18b60,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-03 03:07:24,0,2022-04-16 20:50:39,0,2022-03-03 03:07:24,0,2022-04-16 20:50:39,1
10248,97002179379ab40ceb28877c0c2a51eb,Subscription Premium,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 14:10:55,0,2022-04-16 20:50:39,0,2022-04-07 14:10:55,0,2022-04-07 14:03:35,0
10253,9707b182a5df0491c59e62fca2b1f021,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 23:09:39,0,2022-04-16 20:50:39,0,2022-03-25 23:09:39,0,2022-03-25 23:03:05,0
10288,981a5f2842f0ddcdd6065b13ba302662,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-29 14:17:27,0,2022-04-16 20:50:39,0,2022-03-29 14:17:27,0,2022-03-28 16:34:39,0
10302,9843952528b0c5befa672d946c48f801,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 17:26:49,0,2022-04-16 20:50:39,0,2022-03-05 17:26:49,0,2022-03-05 17:05:25,0
10316,98bdf70a4fc9c54661f32cca33f08816,Subscription Premium,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 15:43:20,0,2022-04-16 20:50:39,0,2022-04-05 15:43:20,0,2022-04-05 15:24:03,0
10320,98fc4ef6c366be459ff541fafa558acc,Subscription Premium,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 20:48:01,0,2022-04-16 20:50:39,0,2022-04-12 20:48:01,0,2022-04-12 20:45:53,0
10334,993319752a12d6cdfd1b877c0a410981,Subscription Premium,"{'Start Date': '2022-03-18', 'Renewal Date': '2022-04-19', 'Membership Type': 'Monthly'}",2022-03-18 15:32:16,0,2022-04-16 20:50:39,0,2022-03-18 15:32:16,0,2022-03-18 15:26:11,0
10363,99ef82d30ca5bac301e2ccc9af9c2dde,Subscription Premium,"{'Start Date': '2022-03-23', 'Renewal Date': '2022-04-24', 'Membership Type': 'Monthly'}",2022-03-23 19:05:36,0,2022-04-16 20:50:39,0,2022-03-23 19:05:36,0,2022-03-23 16:29:22,0
10828,9b2a689e53fadada7cfc6678bd6d3b8f,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-24 06:00:59,0,2022-04-16 20:50:39,0,2022-02-24 06:00:59,0,2022-02-24 05:54:26,0
10850,9ba8511fc2b376c071807733975a0c6b,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 22:57:13,0,2022-04-16 20:50:39,0,2022-04-09 22:57:13,0,2022-04-09 22:52:14,0
10855,9bcb96bbd74d6ff2935f5a0750c74d0a,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-03 01:11:29,1,2022-03-04 15:40:00,0,2022-03-03 01:11:29,1,2022-03-03 01:04:50,1
10864,9c00b5f662b4135c2c5a40321591604d,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-29 14:17:27,0,2022-04-16 20:50:39,0,2022-03-29 14:17:27,0,2022-03-29 12:36:35,0
10918,9c02dc262d403927b3e0c78ff498fa38,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-09 05:55:38,1,2022-04-09 12:44:35,0,2022-04-09 05:55:38,1,2022-04-09 05:46:41,1
10985,9c8895003fc345d609d3e3eb14d64a81,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 18:35:15,0,2022-04-16 20:50:39,0,2022-03-05 18:35:15,0,2022-03-05 18:31:08,0
11102,9c8ff5be1f338695ae9cfaf71825c1b7,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 22:29:37,0,2022-04-16 20:50:39,0,2022-02-04 22:29:37,0,2022-02-04 22:25:20,0
11168,9cd6435dd8746424fa9ec666d404eefc,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 15:38:06,0,2022-04-16 20:50:39,0,2022-03-25 15:38:06,0,2022-03-25 15:35:08,0
11184,9eff5e97f0d2610860d51e66af22b913,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 20:13:45,0,2022-04-16 20:50:39,0,2022-04-15 20:13:45,1,2022-04-15 19:46:33,1
11188,9fc04d9217ecbb735897430654b85ff9,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 19:01:38,0,2022-04-16 20:50:39,0,2022-02-26 19:01:38,0,2022-02-26 18:52:59,0
11231,9feb663e008b9a8187ace8dbc2f7d6b4,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 14:06:14,0,2022-04-16 20:50:39,0,2022-03-14 14:06:14,0,2022-03-14 13:23:32,0
11270,a116db43c30b3def840d39bcc0b4d771,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-16 02:27:01,0,2022-04-16 20:50:39,0,2022-03-16 02:27:01,0,2022-03-16 02:16:14,0
11284,a15edc94ff08f36f2cee7d4ebef5a6a3,Subscription Premium,"{'Start Date': '2022-02-11', 'Renewal Date': '2022-03-12', 'Membership Type': 'Monthly'}",2022-02-11 22:16:30,0,2022-04-16 20:50:39,0,2022-02-11 22:16:30,0,2022-02-11 22:10:53,0
11292,a1ac89e45a6ecd464bda47f12d2ec349,Subscription Premium,"{'Start Date': '2022-01-22', 'Renewal Date': '2022-02-23', 'Membership Type': 'Monthly'}",2022-01-23 03:35:01,1,2022-02-18 21:40:01,0,2022-01-23 03:35:01,0,2022-01-23 03:31:47,0
11347,a1e30364fb437290e2ba9d40907b1e73,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 17:46:31,0,2022-04-16 20:50:39,0,2022-03-25 17:46:31,0,2022-03-25 17:43:13,0
11354,a1eb5939a9b47d5e67cc8b03d28701e8,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 20:34:31,0,2022-04-16 20:50:39,0,2022-04-15 20:34:31,1,2022-04-15 20:29:18,1
11359,a205accf7283253710380d5869f432fd,Subscription Premium,"{'Start Date': '2022-04-06', 'Renewal Date': '2022-05-07', 'Membership Type': 'Monthly'}",2022-04-06 19:32:24,0,2022-04-16 20:50:39,0,2022-04-06 19:32:24,0,2022-04-06 19:26:28,0
11369,a222ddadbb868f4cf420f234b8f289f5,Subscription Premium,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 14:35:24,0,2022-04-16 20:50:39,0,2022-04-12 14:35:24,0,2022-04-12 14:29:58,0
11375,a22abda7a39d747ab674cd13224b375a,Subscription Premium,"{'Start Date': '2022-01-15', 'Renewal Date': '2022-02-16', 'Membership Type': 'Monthly'}",2022-01-15 16:09:30,1,2022-01-25 17:01:17,0,2022-01-15 16:09:30,0,2022-01-15 16:05:06,0
11426,a278d265aed003fd5b195de3ae6140f4,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-15 16:06:10,1,2022-04-16 07:13:11,0,2022-03-15 16:06:10,0,2022-03-15 16:01:55,0
11478,a28996167bafacc3b8bb2faeac685426,Subscription Premium,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 18:17:28,0,2022-04-16 20:50:39,0,2022-03-21 18:17:28,0,2022-03-14 07:20:33,0
11495,a2a8a4e98c233aa86d5b34de7ba6f1d3,Subscription Premium,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 23:41:49,0,2022-04-16 20:50:39,0,2022-04-07 23:41:49,0,2022-04-07 23:37:05,0
11500,a2d02bb182e368c9841fc45bbea97ad5,Subscription Premium,"{'Start Date': '2022-01-24', 'Renewal Date': '2022-02-25', 'Membership Type': 'Monthly'}",2022-01-24 16:03:06,0,2022-04-16 20:50:39,0,2022-01-24 16:03:06,0,2022-04-16 20:50:39,1
11502,a2e02c36f2999fdcd0f43c7d236f8b98,Subscription Premium,"{'Start Date': '2022-02-28', 'Renewal Date': '2022-04-01', 'Membership Type': 'Monthly'}",2022-02-28 19:53:07,0,2022-04-16 20:50:39,0,2022-02-28 19:53:07,0,2022-04-16 20:50:39,1
11516,a3159138ac8676774458788b908b13dc,Subscription Premium,"{'Start Date': '2022-03-31', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-31 20:57:31,1,2022-04-06 12:41:59,0,2022-03-31 20:57:31,0,2022-03-31 20:54:16,0
11549,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,Subscription Premium,"{'Start Date': '2022-01-27', 'Renewal Date': '2022-02-28', 'Membership Type': 'Monthly'}",2022-01-27 13:26:55,1,2022-02-16 15:29:27,0,2022-01-27 13:26:55,0,2022-01-27 13:21:53,0
11585,a3a6f7a1f0a696ba44ab1d2017d30ba6,Subscription Premium,"{'Start Date': '2022-02-16', 'Renewal Date': '2022-03-17', 'Membership Type': 'Monthly'}",2022-02-16 23:19:50,1,2022-03-16 10:34:15,0,2022-02-16 23:19:50,0,2022-02-16 23:10:50,0
11602,a3e37fd1d509e569750028160a11eef5,Subscription Premium,"{'Start Date': '2022-03-31', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-31 20:23:47,0,2022-04-16 20:50:39,0,2022-03-31 20:23:47,0,2022-03-31 20:20:09,0
11617,a46e221406b41ce7511ca74b32e9c884,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-16 07:07:42,0,2022-04-16 20:50:39,0,2022-02-16 07:07:42,0,2022-02-16 07:03:34,0
11634,a4933d8ad8fe82f84a8edc1cd10b7863,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-27 01:26:24,1,2022-03-18 14:36:53,0,2022-02-27 01:26:24,0,2022-02-27 01:07:02,0
11686,a4ac16a65dd32ee634dcf47c41a26f3f,Subscription Premium,"{'Start Date': '2022-01-23', 'Renewal Date': '2022-02-24', 'Membership Type': 'Monthly'}",2022-01-24 02:57:41,0,2022-04-16 20:50:39,0,2022-01-24 02:57:41,0,2022-01-24 01:08:56,0
11715,a528cce04679dc6316925041fda7db8e,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 23:36:12,1,2022-03-15 01:37:34,0,2022-03-14 23:36:12,1,2022-03-14 23:30:49,1
11750,a54cc0eaca2cd4f351fa8f971495e963,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 09:23:51,1,2022-03-26 16:08:45,0,2022-02-12 09:23:51,0,2022-02-12 09:21:45,0
11781,a5607dfe49110ac2a5deb0c90e7d29c7,Subscription Premium,"{'Start Date': '2022-03-28', 'Renewal Date': '2022-04-29', 'Membership Type': 'Monthly'}",2022-03-29 03:58:09,1,2022-03-29 04:08:35,0,2022-03-29 03:58:09,1,2022-03-29 03:53:57,1
11799,a573b9eb99f9740d70a649f5c70b4bbc,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 18:05:54,0,2022-04-16 20:50:39,0,2022-04-15 18:05:54,1,2022-04-15 17:51:49,1
11805,a59e4025c1bb226294c748d3f035ce2d,Subscription Premium,"{'Start Date': '2022-01-31', 'Renewal Date': '2022-03-01', 'Membership Type': 'Monthly'}",2022-02-01 01:01:54,0,2022-04-16 20:50:39,0,2022-02-01 01:01:54,0,2022-02-01 00:58:26,0
11820,a6817108396d1fa6a480424ed8a07c41,Subscription Premium,"{'Start Date': '2022-02-05', 'Renewal Date': '2022-03-06', 'Membership Type': 'Monthly'}",2022-02-05 15:35:44,1,2022-02-25 08:54:00,0,2022-02-05 15:35:44,0,2022-01-30 05:34:07,0
11849,a809f5b548d95345ae4a22fcfe23eece,Subscription Premium,"{'Start Date': '2022-03-27', 'Renewal Date': '2022-04-28', 'Membership Type': 'Monthly'}",2022-03-27 20:47:22,0,2022-04-16 20:50:39,0,2022-03-27 20:47:22,0,2022-03-27 20:44:21,0
