,userid,user_state,event_name,event_attributes,event_created_date,event_platform,device_manufacture,device_model,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Order,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator View,Wallet Opened,Account Setup Profile Skip,Sign Out,Transaction Refund,Calculator Used,Add Vehicle Failed,Sign Up Error,Reset Password Set,last date Subscription Premium Cancel,last date Subscription Premium Renew,Membership Ren,2 days had not passedSubscription Premium Renew,Membership Sub,last date Subscription Premium,2 days had not passedSubscription Premium,last date Order,delta monthsOrder
1501,1629fe2d6702fe638d6e52345330203d,6,Sign Out,{'Type': 'Manual'},2022-01-29 19:43:35,0,11,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-02-10 01:15:01,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
1503,1689b71af323dea3daeb1e1ca243a3fb,8,Sign Up Success,{'Method': 'Google'},2022-02-04 18:40:23,1,0,137,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-04 01:09:46,2,0,1,2022-02-04 19:01:30,0,2022-04-16 20:50:39,0
1510,173c9c2173fdf64c965a0fb0bb4606aa,3,Sign Up Success,{'Method': 'Apple'},2022-03-12 03:57:04,1,0,141,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-11 01:09:29,1,0,1,2022-03-12 03:58:38,0,2022-04-09 10:42:34,0
1533,17a7cdc8e837a78088dcbf3690fd7430,32,Sign Out,{'Type': 'Manual'},2022-02-05 14:05:56,1,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
1535,186c48b6d6b3494736436240f4283f50,11,Sign Up Success,{'Method': 'Email'},2022-03-03 00:48:36,0,11,74,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2022-04-02 11:27:07,2022-04-16 20:50:39,0,1,1,2022-03-03 00:52:37,0,2022-04-16 20:50:39,-1
1560,1870a7d51d2cd5b6e99661197c979524,30,Subscription Premium Renew,"{'Start Date': '2022-02-16', 'Renewal Date': '2023-02-16', 'Membership Type': 'Yearly'}",2022-02-15 01:07:21,2,13,168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-15 13:14:35,2022-02-15 01:07:21,2,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,-1
1562,189adece0dd21eb905f1bfcc09298ecd,3,Sign Up Success,{'Method': 'Google'},2022-03-17 15:07:43,0,7,4,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-17 15:11:04,0,2022-04-16 10:56:36,0
1589,18b9953f2328fed7482dda3deb45dcf5,3,Sign Up Success,{'Method': 'Email'},2022-01-22 00:35:33,0,11,45,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2022-03-06 22:20:18,2022-02-22 01:15:33,1,0,1,2022-01-23 05:22:33,0,2022-03-16 10:45:37,0
1619,18d873e99c73abab540d7e9f5bd625a8,3,Sign Up Success,{'Method': 'Email'},2022-04-10 14:53:58,1,0,144,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-10 15:00:12,0,2022-04-15 10:26:18,0
1625,19115f8d861df98e0f4a385403ec7297,11,Sign Up Success,{'Method': 'Google'},2022-03-06 19:24:06,1,0,142,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-07 00:42:50,0,2022-03-29 08:24:43,0
1631,1911b1cdfee95bff6469a54c2cfe23f2,30,Sign Up Success,{'Method': 'Google'},2022-03-20 16:26:13,0,11,40,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-08 00:29:36,0,2022-04-16 20:50:39,0
1643,19870bc160313d9e49d4895d880244e7,30,Account History Transaction Details,"{'Navigated From': 'Account History', 'Status': 'Pending', 'Type': 'Violation Transaction'}",2022-01-22 02:29:03,0,11,84,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-13 01:06:28,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
1648,19899cf5c96fb3462626aab218e96c9a,8,Add Vehicle Success,"{'Make': 'Scion', 'Model': 'tC', 'Color': 'Gray', 'Year': '2007', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental State': ''}",2022-02-27 15:50:53,0,11,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
1651,19908769e65492bdc3910e01635bbc22,3,Sign Up Success,{'Method': 'Google'},2022-04-03 00:11:44,0,9,39,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-03 00:22:31,0,2022-04-16 20:50:39,0
1661,1a2aff341204da8904fd42b6992b51a1,3,Sign Up Success,{'Method': 'Apple'},2022-02-17 18:28:06,1,0,135,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-17 01:12:58,1,0,1,2022-02-17 18:35:28,0,2022-02-25 15:00:48,1
1680,1a406c1aa3f65a74a1a94dfa41e2ce51,30,Sign Up Success,{'Method': 'Google'},2022-02-03 07:16:34,0,11,101,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2022-02-03 09:11:54,2022-04-16 20:50:39,0,1,1,2022-02-03 07:19:40,1,2022-04-16 20:50:39,-1
1705,1aa7ad009d51094dcd8d4c72eff478c3,3,Sign Up Success,{'Method': 'Email'},2022-04-15 15:43:43,0,11,97,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-15 15:57:48,1,2022-04-16 20:50:39,0
1711,1ab2c0d5edd34fff59f593d702b51b7a,3,Sign Up Success,{'Method': 'Apple'},2022-02-17 04:29:03,1,0,141,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-02-18 14:47:39,1
1719,1ac5f312f47342d26c2379dcf6cea214,3,Sign Up Success,{'Method': 'Google'},2022-02-20 23:34:47,1,0,140,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-20 23:36:45,0,2022-03-31 10:26:58,0
1726,1ae2a46b39436dc9e1f0139bcaa11a93,3,Sign Up Success,{'Method': 'Email'},2022-02-03 16:45:02,0,11,78,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-03-03 01:10:15,2,0,1,2022-02-03 16:50:57,0,2022-03-21 10:25:53,0
1740,1af48f0a90cb99826777cbf0b7c686d9,24,Sign Up Success,{'Method': 'Google'},2022-04-11 21:41:52,0,11,86,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-11 21:44:34,0,2022-04-16 20:50:39,0
1752,1af5e03863884fc2acad5b041fcde760,3,Sign Up Success,{'Method': 'Google'},2022-04-09 20:50:51,0,11,53,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-09 20:57:14,0,2022-04-11 10:41:22,0
1764,1b790c4c4c115725f6d55f5491b75864,3,Sign Up Success,{'Method': 'Apple'},2022-01-25 05:48:22,1,0,127,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-02-24 01:31:17,2,0,1,2022-01-25 05:56:04,0,2022-04-09 11:19:20,0
1797,1b928796f363e4dc05c775d6f54954c2,3,Subscription Premium Renew,"{'Start Date': '2022-02-09', 'Renewal Date': '2022-03-09', 'Membership Type': 'Monthly'}",2022-02-08 01:05:24,2,13,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-08 01:11:02,1,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
1800,1ba2d0ab9b0bc87b1d4e8b09fa674ff9,30,Sign Up Success,{'Method': 'Email'},2022-01-22 22:33:35,1,0,146,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-01-22 22:38:22,0,2022-02-24 07:30:58,1
1812,1bf94f465f2280c48a00ea45201556f9,3,Sign Up Success,{'Method': 'Facebook'},2022-03-11 00:32:05,1,0,141,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2022-03-15 22:53:12,2022-04-16 20:50:39,0,1,1,2022-03-11 04:44:30,0,2022-04-16 20:50:39,-1
1821,1c0262b09b8f98cf0fcab4cec967661e,3,Sign Up Success,{'Method': 'Email'},2022-02-18 16:43:10,1,0,139,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-15 22:42:00,0,2022-04-15 10:39:18,0
1844,1c12b88876e339e04cf5e599609d61f1,3,Sign Up Success,{'Method': 'Apple'},2022-03-30 19:31:58,1,0,144,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-10 18:51:38,0,2022-04-12 10:54:47,0
1868,1c18dbe71e395e81a4c2f1640065f2df,28,Sign Up Success,{'Method': 'Google'},2022-02-03 17:46:37,1,0,137,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-03 01:45:21,2,0,1,2022-02-03 17:53:54,0,2022-03-24 08:26:46,0
1880,1c557ecea99c8a32c952e5e5a7e8be0f,3,Sign Up Success,{'Method': 'Email'},2022-04-04 16:18:54,1,0,146,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-04 16:26:16,0,2022-04-16 20:50:39,0
1885,1c5d42f9cf94d9eca90b3628d4d7f75d,21,Account History Transaction Details,"{'Navigated From': 'Account History', 'Status': 'Paid', 'Type': 'Pro Plan Subscription'}",2022-01-19 06:24:32,0,11,78,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-31 01:18:17,1,0,0,2022-04-16 20:50:39,1,2022-01-26 21:03:05,2
1906,1c64e81f9085be91bd8c11f04885bc1e,3,Sign Up Success,{'Method': 'Google'},2022-02-17 18:53:11,0,11,63,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2022-02-21 15:34:18,2022-04-16 20:50:39,0,1,1,2022-02-17 18:57:39,0,2022-04-16 20:50:39,-1
1920,1c735da213f3057122b9a3d389c4438b,15,Sign Up Success,{'Method': 'Facebook'},2022-03-18 15:28:49,0,11,62,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-18 15:32:16,0,2022-04-16 20:50:39,0
1960,1d4a7fea41a50bfa2415166997531dea,28,Add Payment Method Success,"{'Payment Method': 'Credit', 'Tokenized Pay': '', 'Promo code': ''}",2022-03-04 01:10:40,0,11,70,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-03-07 22:08:00,2022-04-16 20:50:39,0,1,1,2022-03-04 01:10:48,0,2022-04-16 20:50:39,-1
1974,1d986af94cdaf924384044ef2b1feda6,3,Sign Up Success,{'Method': 'Google'},2022-03-12 02:40:59,1,0,132,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2022-04-11 15:39:19,2022-04-16 20:50:39,0,1,1,2022-03-12 02:46:30,0,2022-03-20 11:03:33,0
2004,1db181666b863be425838b33a244c614,30,Sign Up Success,{'Method': 'Google'},2022-02-03 03:32:33,0,11,96,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-06 19:40:02,0,2022-04-12 08:52:23,0
2153,1e319056044664207b7fe8a169df084c,30,Subscription Premium Renew,"{'Start Date': '2022-02-04', 'Renewal Date': '2023-02-04', 'Membership Type': 'Yearly'}",2022-02-03 01:11:11,2,13,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-03 01:11:11,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
2154,1e50975ba98d210cf2d141ec0b7397c1,8,Wallet Opened,{},2022-01-19 05:38:47,1,0,141,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-01-19 12:52:29,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,-1
2157,1e5eb3882e3c8e54163978e681e46df8,3,Sign Up Success,{'Method': 'Email'},2022-02-14 23:14:59,1,0,139,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-16 10:49:10,1
2170,1e78610bb127137ae210339776ac17d2,3,Add Vehicle Success,"{'Year': '2019', 'Model': 'Camry', 'Temporary': 'false', 'Color': 'Gray', 'Make': 'Toyota'}",2022-01-15 20:07:32,1,0,142,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-02-17 10:31:20,2022-04-16 20:50:39,0,1,1,2022-01-15 20:09:26,0,2022-04-16 20:50:39,-1
2180,1e9e73b79cbb605b9a8b569aeef4c3b4,3,Sign Up Success,{'Method': 'Apple'},2022-02-22 14:28:09,1,0,141,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-16 10:50:35,1
2186,1eaeea1774a713a8964678a68480eb1e,30,Sign Up Success,{'Method': 'Google'},2022-01-28 04:37:52,1,0,142,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-01 19:02:30,2022-02-28 01:17:07,2,1,1,2022-01-28 15:13:01,0,2022-04-16 20:50:39,-1
2202,1ebd9a46e9d38ac548d26c24475c184a,8,Sign Up Success,{'Method': 'Google'},2022-03-21 10:34:30,0,10,153,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2022-03-21 12:01:33,2022-04-16 20:50:39,0,1,1,2022-03-21 11:37:10,1,2022-04-16 20:50:39,-1
2215,1f2af7dcf218e3fb01e5f29042f4859d,30,Sign Up Success,{'Method': 'Apple'},2022-03-27 22:47:45,1,0,143,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-27 22:50:04,0,2022-03-30 11:46:26,0
2221,1f54235428cbe673012d7901843759ff,30,Sign Up Success,{'Method': 'Email'},2022-04-10 00:10:59,1,0,140,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2022-04-10 00:30:02,2022-04-16 20:50:39,0,1,1,2022-04-10 00:17:12,1,2022-04-16 20:50:39,-1
2236,1fb12188a9711f2a856d6921e849fc04,3,Sign Up Success,{'Method': 'Google'},2022-02-21 23:50:03,1,0,145,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-02-25 14:28:02,1
2240,202e0cca3b46e34708705d9f4167924c,3,Sign Up Success,{'Method': 'Email'},2022-02-18 22:52:46,1,0,130,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-18 01:10:24,1,0,1,2022-02-18 22:57:39,0,2022-02-28 18:41:17,1
2247,20408ecea2d7cf2850397f5d00707966,12,Sign Up Success,{'Method': 'Email'},2022-02-28 00:18:56,0,11,67,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-27 01:14:38,1,0,1,2022-02-28 00:28:20,0,2022-04-16 20:50:39,0
2252,2064e05a508fa9206f18f61211306bbc,3,Sign Up Success,{'Method': 'Apple'},2022-03-28 23:22:28,1,0,144,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-28 23:26:10,0,2022-04-04 10:53:51,0
2263,206d187415317c5ce1136402ccba28fd,3,Sign Up Success,{'Method': 'Apple'},2022-04-12 03:44:30,1,0,142,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-12 03:57:08,0,2022-04-13 11:12:43,0
2273,206e2ad8accd3fd8ec571b94002a4b5f,3,Order,{'Premium Membership': 'False'},2022-01-20 14:33:46,2,13,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-01-20 14:33:47,2
2277,20785e1bb94dc087f8b00dd6f8b881b1,3,Sign Up Success,{'Method': 'Google'},2022-03-18 21:19:44,1,0,146,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-18 21:23:35,0,2022-04-02 11:24:14,0
2313,208d44a7377761a342c8f0087ac97304,3,Sign Up Success,{'Method': 'Google'},2022-02-17 19:49:46,0,11,91,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-02-25 22:51:10,2022-04-16 20:50:39,0,1,1,2022-02-17 20:06:22,0,2022-02-25 14:27:01,0
2322,20d5e927de655e96b2013f41ea91ade3,3,Sign Up Success,{'Method': 'Email'},2022-04-10 01:27:55,1,0,134,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-10 01:34:01,0,2022-04-16 20:50:39,0
2327,20e6d9cbf3c833ca51c4043842e0a7b1,22,Sign Up Success,{'Method': 'Apple'},2022-03-24 14:22:48,1,0,135,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-24 14:26:41,0,2022-04-16 20:50:39,0
2333,215dd76650fb1529fb07b81393d128cc,3,Sign Up Success,{'Method': 'Apple'},2022-01-28 15:32:14,1,0,146,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-24 01:13:29,1,0,1,2022-02-25 06:43:23,0,2022-04-15 10:38:18,0
2365,2188feabd027250e1c6aa73ce4b93774,32,Sign Up Success,{'Method': 'Email'},2022-03-07 09:24:36,1,0,139,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2022-03-19 12:44:20,2022-04-16 20:50:39,0,1,1,2022-03-07 09:40:19,0,2022-04-16 20:50:39,-1
2379,21dd781fe1b5535fc2d6dc74abde71a1,30,Sign Up Success,{'Method': 'Google'},2022-03-03 07:22:55,0,11,59,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-03 11:56:26,0,2022-04-16 20:50:39,0
2391,21e28f6337ff700d41ee87a1b244ca78,8,Sign Up Success,{'Method': 'Apple'},2022-03-30 14:04:34,1,0,145,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-30 14:10:23,0,2022-04-16 20:50:39,0
2397,223a7ec8bb7c62ca120731897ddc2d5c,11,Sign Up Success,{'Method': 'Email'},2022-03-26 15:00:11,1,0,144,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,2022-03-27 15:13:59,2022-04-16 20:50:39,0,1,1,2022-03-26 16:19:09,1,2022-04-16 20:50:39,-1
2431,2287dc97fbe01619f2ac6d976fd22d56,11,Sign Up Success,{'Method': 'Google'},2022-03-11 17:02:11,0,11,105,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-28 08:30:18,0
2448,231ce3ffaca9425d5c8e7916fa81edfb,3,Sign Up Success,{'Method': 'Google'},2022-02-24 15:14:46,1,0,135,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-24 15:27:14,0,2022-04-16 20:50:39,0
2452,23303acbad4ced835ad719f0e0e51d27,21,Sign Up Success,{'Method': 'Apple'},2022-01-21 12:05:37,1,0,142,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-21 01:10:02,1,0,1,2022-01-21 12:10:57,0,2022-04-16 20:50:39,0
2463,23e09ff395402bdcd679aa42ff7733b6,30,Sign Up Success,{'Method': 'Google'},2022-02-15 13:20:36,0,9,39,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-15 01:46:05,2,0,1,2022-02-15 13:25:07,0,2022-04-01 22:42:14,0
2479,241455dd2795d3cb74dd2c63417ba6e7,3,Sign Up Success,{'Method': 'Apple'},2022-03-22 14:03:03,1,0,142,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-10 10:29:20,0
2487,241b4264a35b5ed3f36fc5bcc5628d39,3,Order,{'Premium Membership': 'True'},2022-01-20 14:21:38,1,0,138,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 10:22:45,0
2571,242cf1bbb6b1bc8b6bd1bb6b988dc74a,30,Sign Up Success,{'Method': 'Google'},2022-01-22 09:14:01,1,0,133,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-07 21:57:44,0,2022-04-16 20:50:39,0
2577,242f8255937541b03a117754ad36412d,8,Sign Up Success,{'Method': 'Google'},2022-02-04 13:35:51,1,0,146,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2022-02-04 14:09:31,2022-04-16 20:50:39,0,1,1,2022-02-04 13:42:04,1,2022-04-16 20:50:39,-1
2591,2446b92327462e2127b3f2693d26c04a,11,Sign Up Success,{'Method': 'Facebook'},2022-02-11 16:41:19,1,0,142,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2022-03-11 01:35:00,2022-04-16 20:50:39,0,1,1,2022-02-11 16:43:10,0,2022-04-03 08:29:32,0
2612,2467ce8593dd0efe1ce5d4b82263bc5c,3,Add Payment Method Success,"{'Payment Method': 'PayPal', 'Tokenized Pay': ''}",2022-01-15 13:57:43,0,6,121,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-01-15 13:58:45,0,2022-03-16 10:44:26,1
2623,2494be3ca550793c7dfc91fc24757de5,3,Sign Up Success,{'Method': 'Google'},2022-03-05 16:53:48,1,0,134,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-09 01:07:16,2022-04-16 20:50:39,0,1,1,2022-03-05 16:57:16,0,2022-03-16 10:35:23,0
2642,24ae2c7a8ceccbefe27ba19f2cdd4495,3,Sign Up Success,{'Method': 'Email'},2022-02-19 21:03:37,1,0,144,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2022-02-24 14:52:25,2022-04-16 20:50:39,0,1,1,2022-02-19 21:09:39,0,2022-02-23 15:21:32,0
2660,24d5e7af47c5fc49b662b7a89fa71053,30,Order,{'Premium Membership': 'True'},2022-01-19 06:51:04,1,0,142,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-02 01:10:01,1,0,0,2022-04-16 20:50:39,1,2022-01-19 06:51:04,2
2669,2518814bdd6f2fc0ff06f907dc877f82,21,Subscription Premium Renew,"{'Start Date': '2022-02-09', 'Renewal Date': '2023-02-09', 'Membership Type': 'Yearly'}",2022-02-08 01:06:29,2,13,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-08 01:06:29,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
2670,2524f7c94a6d336648a64370b767357a,3,Account History Transaction Details,"{'Navigated From': 'Account History', 'Status': 'Pending', 'Type': 'Violation Transaction'}",2022-01-15 05:04:37,0,7,28,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
2682,252dc11e0f9eb1ea54ce7753d543e642,3,Sign Up Success,{'Method': 'Google'},2022-03-01 17:38:01,1,0,137,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-01 01:36:36,2,0,1,2022-03-01 17:42:11,0,2022-04-08 11:01:02,0
