,userid,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Account Setup Profile Skip,Calculator View,Order,Sign Out,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Wallet Opened,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator Used,Sign Up Error,Transaction Refund,Add Vehicle Failed,Reset Password Set
1415,0ef42cf99424a605a36912ce5f719afb,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1419,0ef95653536cae4e3fe4735170056e85,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
1433,0ef968cc8d6fde5edad28fd14263a61d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1435,0ef983d7b2234759ab74b455030a558d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,0ef9ac02bd8f7d2f0ba5bc7beb2ae770,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1439,0f0023c3d142651097ec2b38d2bb6240,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1443,0f043a86457cb8d923c4e0ddc8913322,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1450,0f2f0a7de60f1e594fbc124fd2c91003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,0f4801d8a6f0830497fdca80ad0a4fe9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,0f4a2f75f5c29a8a1315ca0512312b77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0f5ced116164c125020c1ddc70eded25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1458,0f69dabeef3545bafabab974d07a73bd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,0f6ec4ebb8659088613c41f9d90e11fd,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1478,0f8404d2f391f4c29e73e1dd1659729f,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1484,0f8af7c29d49d44c35207c5d3536baec,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,0fb05df89449a0bab0d598175d993f80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0fc0cec5a0e21c62feb9a7c5217c36d8,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1522,0fc7bf5be0d152db6225cb96452d2ffb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,0fe08d5c5027a9c435b0a98839b826ce,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1533,0fe6b0fe48935a32cafa08448031359f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1536,0fe9d6a7d47354f80942f914773b68dd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0ff827d0a84bd8c474d646b7369c0235,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1544,10234fe46c49f1d6fabb29b9ae662f6d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,102d38ddb81e7012e7486e49b60a6a4e,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1554,1038a28f3f5360677155b7c9ef4685fd,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,10651c75264ea94e6c4017a2842f5caa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,1070284ce439e8877bcdd1435e909a22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,1071d47f43bb66419b9a7365becef941,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,10728ca2ec3dde0f3bac7e67c02b88e0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1599,107eea821b823c2218cc2f44fa7746d9,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1614,1085737703d037ba0891ce29e47a5172,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1622,108f272091d484c9ef8d55cafc32abf9,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
1642,109b61199ea78935f601505960b49899,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1644,10a8cdfd0cf3664fbe87aa02eb78f6b9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,10b991d9c7759c30c4a73bd33ee6b208,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,10baea1ee7be6cc2044bb9797acf4feb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,10baf71424fd9dd655e7000fb386c925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,10cbe7e14793a3aec1c050db6aa492aa,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1704,10cbfa646f2637512ea7a1b44df5bee9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,10d3e955fa4d3669229d774225ee6916,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,110cf2b07dea0f6ea3253cb621bd98db,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1729,1110deced465cf19a4c265b151322f9c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,1113a1580e602d47b44b652a9004a80f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,11270a6d2985e1e010d0a7fdfe7350c1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1736,1153f4b1fafdb1470a5bec25d4aa004a,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1743,116a46d8b1db200faa6a841692c6e062,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,117e6684e0f88d6da5afb944c5a657a3,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1759,118947eb7fc12d6d81c429c6762cb403,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1765,119c52f1dd278936c81af8336a9cf366,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,11ac072922546b0fb78e0cb2f91f045a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,11b9f94b9c956fa7197e02323663a454,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
1783,120357b47b531721cc233b1db70f2b07,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1786,12256cd04238dcfc056863f8dc151c2a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,126180a1626303d8419291b8505b6b26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1794,12746b8d8cd1a53826ca718d8e3f0e2d,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1807,1288ace1233b299961e70c258b8f1ec8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,128a762fee5fa3159c49dbb4ed43ceca,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1812,12b0be2eac6e706da1a81c476447c4d7,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1851,12b0cd42d603f22e66f98e5b02b732a2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,12b8a638ad3fb61ac2a84adab828017a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,12bd479c3e2e06b4338a450a23d4ec25,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1867,12d1151fd9a265b2bf006ac1dea65573,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,12d56d382f3aaa9f6bb3808b7bc8e985,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1876,12f4306c553c65f10b0234667cf9f174,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,133244e670189dcb7016803b07df4089,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1923,134ecedfafdd8aa77b64275c9b97ac70,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,1357c2f62cbda779fd2f7741498b5118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,135c6f989c2e653a02262fed5d805858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1928,135f5667991e1ed507443395655c17b8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1361ccc4067847f913339fcb101b31ae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,13a6f1a559864add159a83cc6c26e18b,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1933,13d8a03074dd4502c5acb82fc65e2b33,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1947,13e36ceb31938469e6381dcb15d72498,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1951,141a7289c9c4aea9921ed25e451afd0d,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1953,143ca2cd23a5fb804f046f0d5ba27c62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1467438d9290cf47472d2db6f9425068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,146966622eb7ca05e67c132570b6c34a,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1963,147055ed6461f96f4f169cd75a1940e7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1498cb3e57f7ae6deaefce9cffc76c9b,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1995,149f79420b9bf897d965df493680fe34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,14b2c1c3477ed5c52428822f6a572f86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,14ba5485dcf336d19f85a8ee2ac6143c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,14f96ffc2280b765d15ef116ed488c11,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,151b29ae8e9822c43c74b984f3ada606,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005,15284055da45349b29cae403761bd039,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,15307da1b3803640d7efd77778dc2b3d,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,15358728efaecefc1930b7ca9877f4ee,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2066,153d65a0d349ac8672bbaae0e2e1b23a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,155338dee38285ccaa2a46b62f27ff55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2069,15ae0b12afa453428999c77fcebd0afd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,15faf189bd7a65a827eac5ea93777869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,1604cf0c9fd2943fd3c59cce56d92063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,16089dc300fe413afb09ce2686608dea,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2076,1616ebda8d85488e725bfc4ab9da6370,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2078,1625f8e726aa2b498d86e34fbfba8cff,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2092,1629fe2d6702fe638d6e52345330203d,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2094,162d343d62ad843a5bcd35bc025a5ee2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,16448f42a3dec623e6fdd013b921eb1c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,1644cd7e6eb55f2888f69e2486bb76be,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2101,16450389b8c7c9a3aac42333b8e22ea6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2104,16494d30a93407d7550ac348229f7314,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2107,165dda0a46d7c014f462af2fc0a30a7a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2109,1689b71af323dea3daeb1e1ca243a3fb,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2116,169d0c877420717e74306dc3f39aeefd,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2119,16a34d43c3994d9273d4eeb41b6b5533,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2122,16ad03f4f2af78172e2803bfff2c0794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,16ad70617293b2c06ac374f3c191fb62,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2128,16ba0ebb4fc440167df0766d6c61c896,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2131,16c3fbf459fa5764345cea7cd03e5b29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2133,16ea8b60adc77b5889140f0be6ea0659,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,17136b33133b0206d77dca8dad76b84d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2140,17169f3bf922bc88804cecd21afe5dd1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,173a403159784421a520b3737264871d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2144,173c9c2173fdf64c965a0fb0bb4606aa,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2167,173f985d90a01d678ce0e475d3d2fc91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,17a7cdc8e837a78088dcbf3690fd7430,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170,17bf922855432d6abbda7ba40f3767b1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,17d1a120d1fd021b15e85a81fbe7ea74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,17e3477fbb86fcf15d5582c60eb1e059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,181121586f2d31ddb5720b7c3fd676f9,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2178,182647b38eb64520aa515b812ec0ada9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2182,182b063fdf7304ea3138b82c799eb86f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,18339a7ae74fc72207310bdefdae7424,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,18513686d0892dc983474752ca549f4c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,18592adb64321eadb661b0644552f249,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,186c48b6d6b3494736436240f4283f50,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2215,1870a7d51d2cd5b6e99661197c979524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,189adece0dd21eb905f1bfcc09298ecd,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2244,18b9953f2328fed7482dda3deb45dcf5,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2274,18d42765ff8838921cd1ffe633290153,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2277,18d80b680c9ce9c93f3d32cf7c97d1d9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,18d873e99c73abab540d7e9f5bd625a8,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2285,18e59ef77393f2eb13874bf6662cae25,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2290,18f50026407e6a8abcbb738b57573624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2292,19115f8d861df98e0f4a385403ec7297,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,1911b1cdfee95bff6469a54c2cfe23f2,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2310,191e7510d499461eaa83276c399e5d0c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,1923db4fc410fe43fbb1efe29b9e72b6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,19270177c980df5bc887a63ebedf4747,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2316,1937187a706d8bb72ebc452978fa130b,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2318,194407b1f95fef893a95ad61dc7307c4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,194f8a69b03528c6b722467f25aa1890,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,1955aaa71d6ff65fdb454bf686ebf38f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,197fcb28d875050f004b17c3f913cab3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,19870bc160313d9e49d4895d880244e7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2331,19899cf5c96fb3462626aab218e96c9a,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,198b9d4ea07a21202819ac50312f235f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,19908769e65492bdc3910e01635bbc22,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2345,19b8302f3194bee48ff187cb31cf86e3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2347,19dcc79112adff39456286b3d7eeaebc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,19f1ea9adc827e20ccd1bdc3dc999dac,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,19fcbcd11a81406275870e5b06999a2e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,1a1e2d494b74ac88fd36e7d99a02bde9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2354,1a2aff341204da8904fd42b6992b51a1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2373,1a406c1aa3f65a74a1a94dfa41e2ce51,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
2398,1a54eff779b28dc0485db68448d18a13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2401,1a7a55b6b5e49572e821b3a62771d46c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2405,1a8f6d9e0e0e9d4d9b42476994e5c958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,1a9e5b55a92ca4de6adc90dc81ec506c,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2413,1aa24f144ae7ec3658abe2549d6bf394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,1aa7ad009d51094dcd8d4c72eff478c3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2420,1ab17e7479a9171361a5950b469228aa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2423,1ab2c0d5edd34fff59f593d702b51b7a,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2431,1ac5f312f47342d26c2379dcf6cea214,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,1ad7c4bd5dc3fd6912fe6a721afb5624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,1adc42879bbd8f7c03fac8ab0175b8f4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,1ae2a46b39436dc9e1f0139bcaa11a93,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2454,1ae7d15770ceae6e00b03af9ff1e9396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,1aeda3f104e1dfc75c44d3b2baa77fa8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2457,1af32cd1e7f68930b6db62e51d29b623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,1af48f0a90cb99826777cbf0b7c686d9,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2470,1af5e03863884fc2acad5b041fcde760,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2482,1b1fe37e6a5126d6d744e4e15371bb14,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,1b3613df6d031d6da6b140eb703018b7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2489,1b3a8097a9498787b02e09da814e2aa8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,1b47f7a0c09267480ec78beb925f52e6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,1b764567e3318dcfd8abd014c0a69d37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,1b790c4c4c115725f6d55f5491b75864,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
2525,1b928796f363e4dc05c775d6f54954c2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,1b965255e8d87210136f24bc646f0b3f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,1b983ce03bbd0b05bea4c4b8a466232a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2532,1ba2d0ab9b0bc87b1d4e8b09fa674ff9,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
2544,1bac7f87706ea40709ba67bf94bda8f2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,1bc7a0891a2916b8d298b254a55a90f3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,1bd92f5fdac6b8146ec365e663bd0585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,1bdb8d7fee147a28498e8a6e88cde92b,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2551,1bf7641e0fa72f77346e4a06edb69e13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,1bf94f465f2280c48a00ea45201556f9,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2562,1c0195b8a723c1d119a3b736fb223560,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2565,1c0262b09b8f98cf0fcab4cec967661e,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2588,1c048cd9fb29346eb303b0b333393c24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,1c05ecc14b5ca78eace1804a1d3e13fd,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2593,1c12229e1d7657c20b232e46364cb62d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,1c12b88876e339e04cf5e599609d61f1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
